Manufacturer,Model,Model Year,vehicle_age,mileage_km,km_per_year,Fuel Type,Transmission,Condition,body_type,engine_cc,is_luxury,Colour,location,price_lkr
Toyota,Vitz,2013,11,112450.0,9370.833333333334,Petrol,Automatic,Used,Hatchback,1000,0,white,Kandy,6100000.0
Daihatsu,Mira,2024,0,3500.0,3500.0,Petrol,Automatic,Brand New,Unknown,660,0,blue,Ratmalana Find Out More,6900000.0
Toyota,Prius,2016,8,117000.0,13000.0,Hybrid,Automatic,Used,Liftback,1800,0,white,Panadura,12990000.0
Toyota,Prius,2012,12,142000.0,10923.076923076924,Hybrid,Automatic,Used,Hatchback,1800,0,purple,Horana,8950000.0
Toyota,Premio,2010,14,118000.0,7866.666666666667,Petrol,Automatic,Used,Hatchback,1500,0,gray,Kandy,8990000.0
Suzuki,Wagon R,2017,7,160000.0,20000.0,Petrol,Automatic,Used,Unknown,0,0,white,Negombo,6000000.0
Chevrolet,Cruze,2004,20,142000.0,6761.9047619047615,Petrol,Automatic,Used,Hatchback,1430,0,blue,Nittambuwa,4000000.0
Mercedes Benz,E Class,2018,6,18000.0,2571.4285714285716,Petrol,Automatic,Used,Sports,2000,1,red,Kohuwala,32500000.0
Nissan,March,1999,25,225000.0,8653.846153846154,Petrol,Automatic,Used,Hatchback,1000,0,silver,Kadawatha,2900000.0
Toyota,Aqua,2015,9,150000.0,15000.0,Hybrid,Automatic,Used,Convertible,1496,0,white,Baddegama,7800000.0
Toyota,Aqua,2012,12,290.0,22.307692307692307,Hybrid,Automatic,Used,Hatchback,1497,0,blue,Malabe,6400000.0
Daihatsu,Mira,2023,1,5000.0,2500.0,Petrol,Automatic,Reconditioned,Unknown,660,0,black,Negombo,6900000.0
Toyota,Vitz,2009,15,112630.0,7039.375,Petrol,Automatic,Used,Hatchback,1000,0,green,Malabe,5690000.0
Suzuki,Hustler,2024,0,3000.0,3000.0,Petrol,Automatic,Reconditioned,Sports,658,0,white,Mawathagama,8750000.0
Suzuki,Wagon R,2017,7,60000.0,7500.0,Petrol,Automatic,Used,Hatchback,996,0,white,Kirillawala,6375000.0
BMW,7 Series,2017,7,45000.0,5625.0,Petrol,Automatic,Used,Saloon,2000,1,silver,Kohuwala,36500000.0
BMW,740Le,2017,7,18000.0,2250.0,Petrol,Automatic,Used,Saloon,2000,1,white,Kohuwala,43500000.0
Suzuki,Wagon R,2018,6,72000.0,10285.714285714286,Petrol,Automatic,Used,Convertible,650,0,white,Pannala,6975000.0
Suzuki,Maruti,2006,18,84585.0,4451.8421052631575,Petrol,Manual,Used,Hatchback,800,0,blue,Minuwangoda,1990000.0
Toyota,Corolla,2023,1,3150.0,1575.0,Petrol,Automatic,Reconditioned,Saloon,1500,0,red,Gampaha,17350000.0
Toyota,Corolla,2019,5,93000.0,15500.0,Hybrid,Automatic,Used,Sedan,1490,0,red,Homagama,13000000.0
Suzuki,Wagon R,2018,6,96000.0,13714.285714285714,Petrol,Automatic,Used,Station wagon,650,0,white,Kandy,6650000.0
Mercedes Benz,E200,2010,14,107000.0,7133.333333333333,Petrol,Automatic,Used,Saloon,1797,1,maroon,Moratuwa,13700000.0
Toyota,Yaris,2024,0,11500.0,11500.0,Petrol,Automatic,Reconditioned,Hatchback,1200,0,black,Gampaha,9550000.0
Mercedes Benz,C200,2008,16,163000.0,9588.235294117647,Petrol,Automatic,Used,Saloon,1800,1,white,Moratuwa,10500000.0
Suzuki,Wagon R,2024,0,2000.0,2000.0,Petrol,Automatic,Reconditioned,Hatchback,650,0,white,Yakkala,7650000.0
Honda,Grace,2015,9,141800.0,14180.0,Hybrid,Automatic,Used,Hatchback,1500,0,maroon,Bambalapitiya (Colombo 04),8900000.0
Suzuki,Wagon R,2018,6,75000.0,10714.285714285714,Hybrid,Automatic,Used,Unknown,650,0,white,Horana,7150000.0
Daihatsu,Mira,2024,0,3500.0,3500.0,Petrol,Automatic,Brand New,Hatchback,650,0,silver,Nittambuwa Find Out More,6590000.0
Suzuki,Swift,2003,21,68000.0,3090.909090909091,Petrol,Manual,Used,Liftback,1300,0,silver,Dehiwala,3900000.0
Mitsubishi,Galant,1999,25,180000.0,6923.076923076923,Petrol,Manual,Used,Sedan,2000,0,black,Minuwangoda,3350000.0
Maruti,Estilo,2011,13,64384.0,4598.857142857143,Petrol,Manual,Used,Hatchback,1000,0,silver,Watinapaha,3700000.0
Toyota,Yaris,2023,1,6600.0,3300.0,Petrol,Automatic,Brand New,Unknown,1000,0,black,Horana Find Out More,9720000.0
Suzuki,Wagon R,2024,0,3500.0,3500.0,Petrol,Automatic,Brand New,Hatchback,650,0,gray,Negombo Find Out More,7500000.0
Toyota,Aqua,2012,12,112000.0,8615.384615384615,Hybrid,Automatic,Used,Hatchback,1490,0,orange,Nittambuwa,6790000.0
Nissan,B11,1983,41,256897.0,6116.5952380952385,Petrol,Manual,Used,Sedan,1300,0,white,Matugama,780000.0
Suzuki,Celerio,2016,8,150000.0,16666.666666666668,Petrol,Automatic,Used,Liftback,996,0,yellow,Kadawatha,4575000.0
Suzuki,Hustler,2024,0,3500.0,3500.0,Petrol,Automatic,Brand New,Hatchback,999,0,white,Kelaniya Find Out More,7900000.0
Toyota,Yaris,2023,1,76000.0,38000.0,Petrol,Automatic,Reconditioned,Hatchback,1000,0,white,Kotte,7850000.0
Toyota,Allion,2003,21,151000.0,6863.636363636364,Petrol,Automatic,Used,Saloon,1500,0,silver,Panadura,6800000.0
Suzuki,Swift,2018,6,83000.0,11857.142857142857,Hybrid,Automatic,Used,Hatchback,1240,0,red,Ratmalana,9650000.0
Nissan,Sunny,2002,22,139896.0,6082.434782608696,Petrol,Automatic,Used,Saloon,1299,0,white,Kotikawatta,4000000.0
Peugeot,306,1999,25,210000.0,8076.923076923077,Petrol,Manual,Used,Unknown,1300,0,black,Pilimatalawa Find Out More,1275000.0
Suzuki,Wagon R,2024,0,1700.0,1700.0,Petrol,Automatic,Brand New,Hatchback,650,0,black,Negombo,7500000.0
Suzuki,Wagon R,2024,0,1700.0,1700.0,Petrol,Automatic,Brand New,Hatchback,650,0,white,Negombo,7500000.0
Suzuki,Wagon R,2024,0,650.0,650.0,Petrol,Automatic,Brand New,Hatchback,650,0,other,Negombo,7500000.0
Toyota,Corolla,2007,17,200000.0,11111.111111111111,Petrol,Automatic,Used,Saloon,1600,0,gray,Rajagiriya,6500000.0
Honda,Civic,2018,6,105000.0,15000.0,Petrol,Automatic,Used,Hatchback,1000,0,blue,Ja-Ela,12000000.0
Suzuki,Wagon R,2023,1,11895.0,5947.5,Petrol,Automatic,Reconditioned,Hatchback,650,0,blue,Gampaha,7450000.0
Honda,Civic,2018,6,95000.0,13571.42857142857,Petrol,Automatic,Used,Hatchback,1000,0,gray,Alutgama,11200000.0
Toyota,Yaris,2024,0,3500.0,3500.0,Petrol,Automatic,Brand New,Hatchback,999,0,white,Kelaniya Find Out More,9400000.0
Toyota,Yaris,2024,0,3500.0,3500.0,Petrol,Automatic,Brand New,Hatchback,999,0,red,Kelaniya Find Out More,10700000.0
Toyota,Corolla,2003,21,231000.0,10500.0,Petrol,Automatic,Used,Saloon,1500,0,white,Ja-Ela,6200000.0
KIA,Rio,2001,23,155000.0,6458.333333333333,Petrol,Automatic,Used,Hatchback,1500,0,silver,Narahenpita (Colombo 05),2250000.0
Suzuki,Wagon R,2018,6,90000.0,12857.142857142857,Petrol,Automatic,Reconditioned,Hatchback,650,0,white,Katunayake,6375000.0
Suzuki,Maruti,2006,18,120000.0,6315.789473684211,Petrol,Manual,Used,Liftback,800,0,other,Nugegoda,2085000.0
Toyota,Vitz,2019,5,81700.0,13616.666666666666,Petrol,Automatic,Used,Hatchback,1000,0,white,Sainthamaruthu,8650000.0
Suzuki,Wagon R,2015,9,80000.0,8000.0,Petrol,Automatic,Reconditioned,Hatchback,650,0,blue,Matara,5375000.0
Suzuki,Swift,2009,15,132500.0,8281.25,Petrol,Automatic,Used,Liftback,1300,0,other,Maharagama,5500000.0
Toyota,Corolla,2007,17,200000.0,11111.111111111111,Petrol,Automatic,Brand New,Saloon,1600,0,gray,Rajagiriya,6500000.0
Toyota,Corolla,2008,16,110000.0,6470.588235294118,Petrol,Automatic,Used,Saloon,1600,0,white,Kandy,7350000.0
Toyota,Vitz,2016,8,21500.0,2388.8888888888887,Petrol,Automatic,Used,Hatchback,1000,0,black,Mawanella,7700000.0
Suzuki,Wagon R,2024,0,8000.0,8000.0,Petrol,Automatic,Brand New,Unknown,650,0,black,Ambalangoda,7290000.0
Honda,Insight,2009,15,104045.0,6502.8125,Hybrid,Automatic,Reconditioned,Saloon,1333,0,blue,Embilipitiya,6850000.0
Mercedes Benz,E Class,2015,9,120000.0,12000.0,Diesel,Automatic,Used,Saloon,2143,1,silver,Ratmalana,18300000.0
Daihatsu,Taft,2024,0,0.0,0.0,Petrol,Automatic,Brand New,Hatchback,660,0,green,Homagama,8050000.0
Geely,Panda,2013,11,53000.0,4416.666666666667,Petrol,Manual,Used,Hatchback,1200,0,white,Panadura,3290000.0
Nissan,Roox,2024,0,3500.0,3500.0,Petrol,Automatic,Brand New,Unknown,1200,0,red,Dehiwala Find Out More,9100000.0
Suzuki,Alto,2024,0,1200.0,1200.0,Hybrid,Automatic,Reconditioned,Hatchback,650,0,gray,Nittambuwa,6200000.0
Suzuki,Alto,2015,9,68000.0,6800.0,Petrol,Manual,Used,Hatchback,800,0,blue,Batticaloa,3500000.0
Suzuki,Alto,2024,0,1200.0,1200.0,Hybrid,Automatic,Brand New,Hatchback,650,0,gray,Nittambuwa,6200000.0
Toyota,Corolla,1994,30,182000.0,5870.967741935484,Diesel,Manual,Used,Saloon,1970,0,white,Embilipitiya,2300000.0
Toyota,Axio,2007,17,220000.0,12222.222222222223,Petrol,Automatic,Used,Sedan,1500,0,silver,Anuradhapura,7250000.0
Toyota,Corolla,2000,24,97000.0,3880.0,Petrol,Automatic,Used,Sedan,1295,0,silver,Nuwara Eliya,3450000.0
Nissan,Tiida,2008,16,181000.0,10647.058823529413,Petrol,Automatic,Used,Hatchback,1500,0,silver,Boralesgamuwa,5000000.0
Renault,KWID,2018,6,89000.0,12714.285714285714,Petrol,Manual,Used,Hatchback,800,0,red,Ja-Ela,3800000.0
Suzuki,Swift,2017,7,76000.0,9500.0,Petrol,Automatic,Used,Hatchback,1000,0,silver,Kalutara,7700000.0
Toyota,Corolla,2004,20,125000.0,5952.380952380952,Petrol,Automatic,Used,Saloon,1500,0,white,Kadawatha,6275000.0
Suzuki,Wagon R,2018,6,115000.0,16428.571428571428,Petrol,Automatic,Used,Hatchback,650,0,white,Madurankuliya,6375000.0
Toyota,Wigo,2017,7,42000.0,5250.0,Petrol,Automatic,Used,Hatchback,1000,0,other,Kohuwala,6290000.0
Suzuki,Alto,2011,13,60231.0,4302.214285714285,Petrol,Manual,Used,Hatchback,1000,0,white,Ambalangoda,3600000.0
Suzuki,Alto,2015,9,50000.0,5000.0,Petrol,Manual,Used,Hatchback,800,0,black,Kadawatha,3775000.0
Suzuki,Swift,2011,13,143000.0,10214.285714285714,Petrol,Manual,Used,Saloon,1200,0,silver,Borella (Colombo 08),4200000.0
Toyota,Axio,2015,9,186000.0,18600.0,Hybrid,Automatic,Used,Saloon,1500,0,brown,Mount Lavinia,9900000.0
Suzuki,Wagon R,2018,6,88000.0,12571.42857142857,Petrol,Automatic,Used,Station wagon,650,0,white,Kandy,6650000.0
Honda,Fit,2015,9,123.0,12.3,Hybrid,Automatic,Used,Saloon,123,0,blue,Moratuwa,8975000.0
Suzuki,Swift,2003,21,125250.0,5693.181818181818,Petrol,Automatic,Used,Hatchback,1300,0,silver,Ganemulla,4500000.0
Suzuki,Maruti,2007,17,92000.0,5111.111111111111,Petrol,Manual,Used,Liftback,800,0,blue,Homagama,2150000.0
Suzuki,Celerio,2015,9,73428.0,7342.8,Petrol,Manual,Used,Liftback,998,0,beige,Nugegoda,4625000.0
Mercedes Benz,C200,2019,5,38000.0,6333.333333333333,Petrol,Automatic,Used,Saloon,2000,1,silver,Wellampitiya,22500000.0
Toyota,Corolla,2008,16,177000.0,10411.764705882353,Petrol,Automatic,Used,Saloon,1600,0,black,Gampaha,6700000.0
Toyota,Allion,2012,12,182000.0,14000.0,Petrol,Automatic,Used,Saloon,1490,0,other,Gampaha,8900000.0
Subaru,Legacy,1994,30,142000.0,4580.645161290323,Petrol,Manual,Reconditioned,Sedan,2000,0,gray,Negombo,5500000.0
Nissan,Dayz,2023,1,1500.0,750.0,Petrol,Automatic,Brand New,Station wagon,650,0,red,Pasyala,8200000.0
Mercedes Benz,S Class,2005,19,150000.0,7500.0,Petrol,Automatic,Used,Sedan,3500,1,gray,Dehiwala,18000000.0
Suzuki,Alto,2015,9,72000.0,7200.0,Petrol,Manual,Used,Hatchback,800,0,white,Nugegoda,3900000.0
Nissan,March,1995,29,170000.0,5666.666666666667,Petrol,Manual,Used,Hatchback,1000,0,navy,Horana,2675000.0
Toyota,Aqua,2013,11,180000.0,15000.0,Petrol,Automatic,Used,Sports,1200,0,silver,Athurugiriya,7400000.0
Honda,Fit,2015,9,143000.0,14300.0,Petrol,Automatic,Used,Saloon,1000,0,red,Kadawatha,7800000.0
Toyota,Aqua,2012,12,108000.0,8307.692307692309,Hybrid,Automatic,Used,Hatchback,1000,0,blue,Yakkala,6900000.0
Daihatsu,Move,2016,8,78000.0,8666.666666666666,Petrol,Automatic,Used,Hatchback,658,0,gray,Gampaha,5995000.0
Suzuki,Celerio,2014,10,1000.0,90.9090909090909,Petrol,Automatic,Used,Hatchback,1000,0,red,Kadawatha,4475000.0
Nissan,FB 15,2000,24,150000.0,6000.0,Petrol,Automatic,Used,Saloon,1500,0,gray,Elpitiya,3800000.0
Toyota,Premio,2007,17,146038.0,8113.222222222223,Petrol,Automatic,Used,Sedan,1490,0,other,Kelaniya,8675000.0
Suzuki,A Star,2011,13,123400.0,8814.285714285714,Petrol,Manual,Used,Hatchback,998,0,silver,Uswetakeiyawa,3625000.0
Toyota,Allion,2010,14,155000.0,10333.333333333334,Petrol,Manual,Used,Hatchback,1300,0,white,Kollupitiya (Colombo 03),8350000.0
Toyota,Axio,2018,6,116500.0,16642.85714285714,Hybrid,Automatic,Used,Saloon,1490,0,white,Attanagalla,12000000.0
Daihatsu,Charade,1987,37,272500.0,7171.0526315789475,Petrol,Manual,Used,Unknown,990,0,red,Pilimatalawa Find Out More,1300000.0
Toyota,Yaris,2023,1,8500.0,4250.0,Petrol,Automatic,Brand New,Liftback,1000,0,red,Kelaniya,9800000.0
Suzuki,Maruti,2006,18,157000.0,8263.157894736842,Petrol,Manual,Used,Unknown,800,0,gray,Pilimatalawa Find Out More,2095000.0
Toyota,Yaris,2024,0,4500.0,4500.0,Petrol,Automatic,Brand New,Liftback,1000,0,blue,Kelaniya,9800000.0
Toyota,Yaris,2023,1,6500.0,3250.0,Petrol,Automatic,Brand New,Liftback,1000,0,red,Kelaniya,9700000.0
Nissan,Sunny,2001,23,1500.0,62.5,Petrol,Manual,Reconditioned,Unknown,1490,0,white,Thalapathpitiya,3975000.0
Toyota,Axio,2017,7,180000.0,22500.0,Petrol,Automatic,Used,Saloon,1469,0,blue,Slave Island (Colombo 02),10200000.0
Toyota,Premio,2018,6,63000.0,9000.0,Petrol,Automatic,Used,Liftback,1500,0,white,Dehiwala,16100000.0
Mitsubishi,Lancer,1987,37,272500.0,7171.0526315789475,Petrol,Manual,Used,Unknown,1400,0,gray,Pilimatalawa Find Out More,675000.0
Suzuki,Wagon R,2024,0,3500.0,3500.0,Petrol,Automatic,Brand New,Hatchback,650,0,white,Narammala Find Out More,7300000.0
Micro,Panda,2012,12,120500.0,9269.23076923077,Petrol,Manual,Used,Hatchback,1300,0,white,Maradana (Colombo 10),2550000.0
Toyota,Aqua,2013,11,152000.0,12666.666666666666,Hybrid,Automatic,Used,Hatchback,1500,0,white,Nittambuwa,7550000.0
Suzuki,Alto,2012,12,97291.0,7483.923076923077,Petrol,Manual,Used,Hatchback,800,0,beige,Eppawala,3200000.0
Toyota,Corolla,1996,28,190000.0,6551.724137931034,Diesel,Automatic,Used,Unknown,1200,0,white,Pilimatalawa Find Out More,2500000.0
Suzuki,Swift,2004,20,165000.0,7857.142857142857,Petrol,Automatic,Used,Hatchback,1300,0,silver,Moratuwa,4300000.0
Suzuki,Wagon R,2018,6,22.0,3.142857142857143,Hybrid,Automatic,Used,Hatchback,650,0,white,Welimada,7450000.0
Toyota,Prius,2012,12,200000.0,15384.615384615385,Hybrid,Automatic,Used,Saloon,1800,0,silver,Nugegoda,8750000.0
Suzuki,Alto,2016,8,138000.0,15333.333333333334,Petrol,Manual,Used,Hatchback,800,0,black,Beruwala,3700000.0
Suzuki,Alto,2015,9,98000.0,9800.0,Petrol,Manual,Used,Liftback,800,0,silver,Kalmunai,3800000.0
Toyota,Axio,2012,12,81000.0,6230.7692307692305,Petrol,Automatic,Used,Saloon,1500,0,white,Kottawa,9000000.0
Suzuki,Maruti,2011,13,127400.0,9100.0,Petrol,Manual,Used,Hatchback,800,0,maroon,Kandy Find Out More,2375000.0
Perodua,Viva,2013,11,130000.0,10833.333333333334,Petrol,Automatic,Used,Hatchback,1000,0,white,Kandy Find Out More,4500000.0
Suzuki,Maruti,2011,13,127400.0,9100.0,Petrol,Manual,Used,Hatchback,800,0,white,Kandy Find Out More,2275000.0
Suzuki,Alto,2013,11,142560.0,11880.0,Petrol,Automatic,Used,Hatchback,1500,0,black,Mirigama,3390000.0
Suzuki,Alto,2015,9,104255.0,10425.5,Petrol,Manual,Used,Liftback,800,0,black,Kottawa,3695000.0
Daihatsu,Cast,2016,8,95000.0,10555.555555555555,Petrol,Automatic,Used,Hatchback,650,0,maroon,Kandy Find Out More,6800000.0
Toyota,Vitz,2018,6,58000.0,8285.714285714286,Petrol,Automatic,Used,Hatchback,996,0,gray,Kandy,7950000.0
Toyota,Passo,2015,9,145000.0,14500.0,Petrol,Automatic,Used,Saloon,1000,0,white,Dehiwala,6050000.0
Toyota,Prius,2016,8,138000.0,15333.333333333334,Petrol,Automatic,Used,Hatchback,1800,0,white,Hokandara,14000000.0
Toyota,Vios,2004,20,224000.0,10666.666666666666,Petrol,Automatic,Used,Saloon,1490,0,black,Pepiliyana,5270000.0
Mitsubishi,Lancer,1992,32,253000.0,7666.666666666667,Diesel,Manual,Used,Sedan,2000,0,black,Moratuwa,1460000.0
Honda,Grace,2015,9,0.0,0.0,Hybrid,Automatic,Used,Saloon,1490,0,red,Kegalle,8700000.0
Toyota,Axio,2018,6,125000.0,17857.14285714286,Hybrid,Automatic,Used,Saloon,1500,0,red,Boralesgamuwa,12500000.0
Suzuki,Alto,2015,9,122000.0,12200.0,Petrol,Automatic,Used,Liftback,1000,0,gray,Kotahena (Colombo 13),4150000.0
Toyota,Aqua,2013,11,88000.0,7333.333333333333,Petrol,Automatic,Used,Hatchback,1500,0,blue,Kegalle,7250000.0
Honda,Airwave,2006,18,240300.0,12647.368421052632,Petrol,Automatic,Reconditioned,Saloon,1200,0,orange,Akurana,6200000.0
Suzuki,Swift,2008,16,150500.0,8852.941176470587,Petrol,Manual,Used,Convertible,1300,0,silver,Kuliyapitiya Find Out More,4700000.0
Suzuki,Alto,2015,9,85000.0,8500.0,Petrol,Manual,Used,Liftback,800,0,white,Vavuniya,3750000.0
Perodua,Axia,2017,7,137000.0,17125.0,Petrol,Automatic,Used,Hatchback,998,0,white,Piliyandala,5750000.0
Toyota,Prius,2008,16,210000.0,12352.941176470587,Hybrid,Automatic,Used,Hatchback,1500,0,blue,Hokandara,6750000.0
Suzuki,Wagon R,2017,7,119000.0,14875.0,Hybrid,Automatic,Used,Hatchback,650,0,brown,Malabe,5875000.0
Toyota,Aqua,2015,9,115000.0,11500.0,Hybrid,Automatic,Used,Hatchback,1500,0,black,Malabe,8390000.0
Suzuki,Swift,2017,7,78000.0,9750.0,Petrol,Automatic,Used,Liftback,1000,0,white,Dehiwala,7850000.0
Suzuki,Swift,2006,18,170000.0,8947.368421052632,Petrol,Manual,Used,Liftback,1300,0,other,Dehiwala,4000000.0
Honda,Civic,2017,7,26700.0,3337.5,Petrol,Automatic,Used,Hatchback,1000,0,white,Padukka,12500000.0
Toyota,Corolla,2006,18,163000.0,8578.947368421053,Petrol,Automatic,Used,Saloon,1500,0,blue,Piliyandala,5750000.0
Toyota,Vitz,2009,15,142000.0,8875.0,Petrol,Automatic,Used,Hatchback,1000,0,gray,Negombo,5650000.0
Suzuki,Swift,2024,0,3500.0,3500.0,Petrol,Automatic,Brand New,Hatchback,1500,0,white,Kohuwala Find Out More,12300000.0
Suzuki,Wagon R,2018,6,74000.0,10571.42857142857,Petrol,Automatic,Used,Hatchback,1000,0,white,Kohuwala,6795000.0
Suzuki,Spacia,2024,0,3500.0,3500.0,Petrol,Automatic,Brand New,Hatchback,650,0,black,Kohuwala Find Out More,9400000.0
Suzuki,Estilo,2010,14,175000.0,11666.666666666666,Petrol,Manual,Used,Hatchback,998,0,black,Ratmalana,3850000.0
Toyota,Vios,2005,19,181000.0,9050.0,Petrol,Automatic,Used,Sedan,1500,0,silver,Kandy,5450000.0
Suzuki,Alto,2015,9,117000.0,11700.0,Petrol,Manual,Used,Hatchback,800,0,gray,Batticaloa,3550000.0
Toyota,Starlet,1993,31,245588.0,7674.625,Petrol,Manual,Used,Sports,1330,0,blue,Hanwella,3350000.0
Hyundai,Eon,2016,8,24500.0,2722.222222222222,Petrol,Manual,Used,Hatchback,814,0,white,Batticaloa,4500000.0
Suzuki,Celerio,2015,9,102500.0,10250.0,Petrol,Automatic,Used,Liftback,1000,0,silver,Makandura,5200000.0
Toyota,Vitz,2016,8,77000.0,8555.555555555555,Petrol,Automatic,Used,Liftback,1000,0,silver,Kuliyapitiya,7150000.0
Toyota,Vitz,2007,17,188000.0,10444.444444444445,Petrol,Automatic,Used,Hatchback,1000,0,black,Borella (Colombo 08),5150000.0
Toyota,Corolla,2002,22,170000.0,7391.304347826087,Petrol,Manual,Used,Sedan,1300,0,blue,Narahenpita (Colombo 05),4850000.0
Nissan,Dayz,2023,1,6900.0,3450.0,Petrol,Automatic,Used,Station wagon,660,0,white,Kiribathgoda,7125000.0
Suzuki,Celerio,2018,6,48000.0,6857.142857142857,Petrol,Automatic,Used,Hatchback,1000,0,blue,Kadawatha,5825000.0
Suzuki,Celerio,2016,8,96000.0,10666.666666666666,Petrol,Automatic,Used,Hatchback,1000,0,white,Kadawatha,4975000.0
Suzuki,Celerio,2019,5,78000.0,13000.0,Petrol,Automatic,Used,Hatchback,1000,0,white,Kadawatha,5790000.0
Suzuki,Wagon R,2023,1,3180.0,1590.0,Petrol,Automatic,Brand New,Hatchback,660,0,white,Rambukkana,7250000.0
Suzuki,Wagon R,2017,7,110000.0,13750.0,Petrol,Automatic,Used,Hatchback,660,0,white,Kirillawala,5650000.0
Suzuki,Wagon R,2024,0,5000.0,5000.0,Petrol,Automatic,Brand New,Hatchback,660,0,yellow,Dehiwala,7400000.0
Toyota,Vitz,2007,17,180000.0,10000.0,Petrol,Automatic,Used,Hatchback,1000,0,white,Pepiliyana,5075000.0
Daihatsu,Move,2017,7,90000.0,11250.0,Petrol,Automatic,Used,Hatchback,650,0,yellow,Pepiliyana,5500000.0
Hyundai,Accent,2001,23,147467.5,6144.479166666667,Petrol,Automatic,Used,Saloon,1300,0,gold,Pepiliyana Find Out More,2850000.0
Toyota,Passo,2007,17,146000.0,8111.111111111111,Petrol,Automatic,Used,Hatchback,996,0,blue,Kirillawala,4675000.0
Toyota,Axio,2010,14,177000.0,11800.0,Petrol,Automatic,Used,Sedan,1496,0,silver,Kirillawala,7550000.0
Suzuki,Wagon R,2016,8,95000.0,10555.555555555555,Petrol,Automatic,Used,Hatchback,998,0,black,Panadura Find Out More,4755000.0
Suzuki,Maruti,2011,13,127400.0,9100.0,Petrol,Manual,Used,Unknown,650,0,maroon,Akuressa Find Out More,2800000.0
Mazda,Familia,1998,26,120000.0,4444.444444444444,Petrol,Manual,Used,Sedan,1350,0,green,Veyangoda,4800000.0
Toyota,Vitz,2008,16,75000.0,4411.764705882353,Petrol,Automatic,Used,Hatchback,1000,0,silver,Pita Kotte,6000000.0
Suzuki,Swift,2000,24,180000.0,7200.0,Petrol,Automatic,Used,Hatchback,1300,0,blue,Nugegoda,3700000.0
KIA,Picanto,2017,7,74500.0,9312.5,Petrol,Tiptronic,Used,Hatchback,998,0,white,Madampe,6200000.0
Suzuki,Alto,2015,9,97942.0,9794.2,Petrol,Manual,Used,Hatchback,800,0,white,Athurugiriya,3790000.0
Toyota,Vitz,2017,7,130000.0,16250.0,Petrol,Automatic,Used,Hatchback,990,0,black,Kadawatha,6800000.0
Nissan,B310,1981,43,20000.0,454.54545454545456,Petrol,Manual,Used,Saloon,1300,0,blue,Narammala,850000.0
Nissan,March,2001,23,145000.0,6041.666666666667,Petrol,Automatic,Used,Station wagon,990,0,blue,Kottawa,3000000.0
Toyota,Prius,2010,14,110000.0,7333.333333333333,Hybrid,Automatic,Used,Saloon,1800,0,silver,Gampaha,8150000.0
Honda,Civic,2008,16,120000.0,7058.823529411765,Petrol,Automatic,Used,Sedan,1600,0,black,Peradeniya,5500000.0
Suzuki,Wagon R,2024,0,3400.0,3400.0,Petrol,Automatic,Reconditioned,Hatchback,660,0,blue,Colombo Fort (Colombo 01),7190000.0
Nissan,Dayz,2024,0,2800.0,2800.0,Petrol,Automatic,Reconditioned,Hatchback,660,0,silver,Colombo Fort (Colombo 01),7190000.0
Honda,Grace,2015,9,97350.0,9735.0,Hybrid,Automatic,Used,Sedan,1500,0,maroon,Nawala,8800000.0
Toyota,Prius,2011,13,211000.0,15071.42857142857,Petrol,Automatic,Used,Saloon,1500,0,white,Biyagama,7500000.0
Toyota,Premio,2015,9,190000.0,19000.0,Petrol,Automatic,Used,Saloon,1490,0,maroon,Piliyandala,12450000.0
Suzuki,Alto,2012,12,170000.0,13076.923076923076,Petrol,Manual,Used,Hatchback,1000,0,maroon,Negombo,3100000.0
Suzuki,Alto,2014,10,125000.0,11363.636363636364,Petrol,Manual,Used,Hatchback,800,0,gray,Gampaha,3600000.0
Suzuki,Alto,2014,10,110000.0,10000.0,Petrol,Manual,Used,Hatchback,800,0,blue,Colombo Fort (Colombo 01),3390000.0
Micro,Panda Cross,2018,6,66800.0,9542.857142857143,Petrol,Tiptronic,Used,Hatchback,1000,0,white,Battaramulla,4500000.0
Suzuki,Alto,2015,9,92000.0,9200.0,Petrol,Manual,Used,Hatchback,800,0,white,Anamaduwa,3590000.0
Suzuki,Alto,2009,15,184000.0,11500.0,Petrol,Manual,Used,Hatchback,796,0,maroon,Pasyala,2875000.0
Suzuki,Celerio,2015,9,122000.0,12200.0,Petrol,Tiptronic,Used,Hatchback,1000,0,red,Akarawita,4800000.0
Suzuki,Alto,2015,9,60000.0,6000.0,Petrol,Manual,Used,Hatchback,800,0,silver,Nittambuwa,3750000.0
Suzuki,Wagon R,2015,9,106900.0,10690.0,Petrol,Automatic,Used,Liftback,650,0,white,Bandaragama,5275000.0
Toyota,Carina,1999,25,165000.0,6346.153846153846,Petrol,Automatic,Used,Saloon,1500,0,silver,Kuliyapitiya,5850000.0
Suzuki,Celerio,2017,7,110000.0,13750.0,Petrol,Automatic,Used,Unknown,1000,0,white,Kotikawatta,5475000.0
Nissan,FB 13,1992,32,195000.0,5909.090909090909,Petrol,Manual,Used,Saloon,1500,0,other,Kuliyapitiya,2400000.0
Toyota,Yaris,2008,16,189000.0,11117.64705882353,Petrol,Manual,Used,Hatchback,1300,0,blue,Piliyandala,5650000.0
Toyota,Premio,2014,10,136000.0,12363.636363636364,Petrol,Automatic,Used,Hatchback,1500,0,maroon,Narammala,11580000.0
